2015 	 3 	 1	6:51 AM ↑ (100°)	6:00 PM ↑ (260°)	11:08:59	+3:05	5:14 AM	7:38 PM	5:48 AM	7:04 PM	6:22 AM	6:30 PM	12:25 PM (37.5°)	92.108
2015 	 3 	 2	6:50 AM ↑ (99°)	6:02 PM ↑ (261°)	11:12:05	+3:06	5:12 AM	7:39 PM	5:46 AM	7:05 PM	6:20 AM	6:31 PM	12:25 PM (37.9°)	92.130
2015 	 3 	 3	6:48 AM ↑ (99°)	6:03 PM ↑ (261°)	11:15:12	+3:06	5:10 AM	7:41 PM	5:44 AM	7:06 PM	6:18 AM	6:32 PM	12:25 PM (38.3°)	92.153
2015 	 3 	 4	6:46 AM ↑ (98°)	6:04 PM ↑ (262°)	11:18:19	+3:06	5:09 AM	7:42 PM	5:43 AM	7:08 PM	6:17 AM	6:34 PM	12:25 PM (38.7°)	92.176
2015 	 3 	 5	6:44 AM ↑ (98°)	6:06 PM ↑ (263°)	11:21:26	+3:07	5:07 AM	7:43 PM	5:41 AM	7:09 PM	6:15 AM	6:35 PM	12:25 PM (39.1°)	92.199
2015 	 3 	 6	6:42 AM ↑ (97°)	6:07 PM ↑ (263°)	11:24:34	+3:07	5:05 AM	7:45 PM	5:39 AM	7:10 PM	6:13 AM	6:36 PM	12:24 PM (39.5°)	92.223
2015 	 3 	 7	6:41 AM ↑ (97°)	6:08 PM ↑ (264°)	11:27:41	+3:07	5:03 AM	7:46 PM	5:37 AM	7:12 PM	6:11 AM	6:38 PM	12:24 PM (39.9°)	92.247
2015 	 3 	 8	7:39 AM ↑ (96°)	7:10 PM ↑ (264°)	11:30:50	+3:08	6:01 AM	8:47 PM	6:36 AM	8:13 PM	7:10 AM	7:39 PM	1:24 PM (40.2°)	92.271
2015 	 3 	 9	7:37 AM ↑ (96°)	7:11 PM ↑ (265°)	11:33:58	+3:08	6:00 AM	8:49 PM	6:34 AM	8:14 PM	7:08 AM	7:40 PM	1:24 PM (40.6°)	92.296
2015 	 3 	 10	7:35 AM ↑ (95°)	7:12 PM ↑ (265°)	11:37:07	+3:08	5:58 AM	8:50 PM	6:32 AM	8:16 PM	7:06 AM	7:42 PM	1:23 PM (41.0°)	92.321
2015 	 3 	 11	7:33 AM ↑ (94°)	7:14 PM ↑ (266°)	11:40:15	+3:08	5:56 AM	8:51 PM	6:30 AM	8:17 PM	7:04 AM	7:43 PM	1:23 PM (41.4°)	92.346
2015 	 3 	 12	7:31 AM ↑ (94°)	7:15 PM ↑ (266°)	11:43:24	+3:08	5:54 AM	8:53 PM	6:28 AM	8:18 PM	7:02 AM	7:44 PM	1:23 PM (41.8°)	92.371
2015 	 3 	 13	7:30 AM ↑ (93°)	7:16 PM ↑ (267°)	11:46:33	+3:09	5:52 AM	8:54 PM	6:26 AM	8:20 PM	7:00 AM	7:45 PM	1:23 PM (42.2°)	92.397
2015 	 3 	 14	7:28 AM ↑ (93°)	7:18 PM ↑ (268°)	11:49:43	+3:09	5:50 AM	8:56 PM	6:25 AM	8:21 PM	6:59 AM	7:47 PM	1:22 PM (42.6°)	92.422
2015 	 3 	 15	7:26 AM ↑ (92°)	7:19 PM ↑ (268°)	11:52:52	+3:09	5:48 AM	8:57 PM	6:23 AM	8:22 PM	6:57 AM	7:48 PM	1:22 PM (43.0°)	92.448
2015 	 3 	 16	7:24 AM ↑ (92°)	7:20 PM ↑ (269°)	11:56:02	+3:09	5:46 AM	8:59 PM	6:21 AM	8:24 PM	6:55 AM	7:49 PM	1:22 PM (43.4°)	92.474
2015 	 3 	 17	7:22 AM ↑ (91°)	7:21 PM ↑ (269°)	11:59:11	+3:09	5:44 AM	9:00 PM	6:19 AM	8:25 PM	6:53 AM	7:51 PM	1:21 PM (43.8°)	92.500
2015 	 3 	 18	7:20 AM ↑ (91°)	7:23 PM ↑ (270°)	12:02:21	+3:09	5:42 AM	9:01 PM	6:17 AM	8:26 PM	6:51 AM	7:52 PM	1:21 PM (44.2°)	92.526
2015 	 3 	 19	7:18 AM ↑ (90°)	7:24 PM ↑ (270°)	12:05:30	+3:09	5:40 AM	9:03 PM	6:15 AM	8:28 PM	6:49 AM	7:53 PM	1:21 PM (44.6°)	92.552
2015 	 3 	 20	7:17 AM ↑ (89°)	7:25 PM ↑ (271°)	12:08:40	+3:09	5:38 AM	9:04 PM	6:13 AM	8:29 PM	6:47 AM	7:55 PM	1:21 PM (45.0°)	92.578
