2015 	 5 	 1	6:03 AM ↑ (68°)	8:18 PM ↑ (293°)	14:15:33	+2:43	4:06 AM	10:16 PM	4:50 AM	9:31 PM	5:30 AM	8:51 PM	1:10 PM (60.2°)	93.661
2015 	 5 	 2	6:01 AM ↑ (67°)	8:20 PM ↑ (293°)	14:18:16	+2:42	4:04 AM	10:18 PM	4:49 AM	9:33 PM	5:29 AM	8:52 PM	1:10 PM (60.5°)	93.684
2015 	 5 	 3	6:00 AM ↑ (67°)	8:21 PM ↑ (294°)	14:20:57	+2:41	4:01 AM	10:20 PM	4:47 AM	9:34 PM	5:27 AM	8:54 PM	1:10 PM (60.8°)	93.707
2015 	 5 	 4	5:58 AM ↑ (66°)	8:22 PM ↑ (294°)	14:23:36	+2:39	3:59 AM	10:22 PM	4:45 AM	9:36 PM	5:26 AM	8:55 PM	1:10 PM (61.1°)	93.731
2015 	 5 	 5	5:57 AM ↑ (66°)	8:23 PM ↑ (294°)	14:26:14	+2:37	3:57 AM	10:24 PM	4:43 AM	9:37 PM	5:24 AM	8:56 PM	1:10 PM (61.3°)	93.754
2015 	 5 	 6	5:56 AM ↑ (65°)	8:25 PM ↑ (295°)	14:28:50	+2:36	3:55 AM	10:26 PM	4:42 AM	9:39 PM	5:23 AM	8:58 PM	1:10 PM (61.6°)	93.777
2015 	 5 	 7	5:54 AM ↑ (65°)	8:26 PM ↑ (295°)	14:31:25	+2:34	3:53 AM	10:28 PM	4:40 AM	9:41 PM	5:21 AM	8:59 PM	1:10 PM (61.9°)	93.799
2015 	 5 	 8	5:53 AM ↑ (65°)	8:27 PM ↑ (296°)	14:33:57	+2:32	3:51 AM	10:30 PM	4:38 AM	9:42 PM	5:20 AM	9:00 PM	1:10 PM (62.2°)	93.822
2015 	 5 	 9	5:52 AM ↑ (64°)	8:28 PM ↑ (296°)	14:36:28	+2:30	3:49 AM	10:32 PM	4:36 AM	9:44 PM	5:18 AM	9:02 PM	1:10 PM (62.4°)	93.844
2015 	 5 	 10	5:50 AM ↑ (64°)	8:29 PM ↑ (296°)	14:38:57	+2:28	3:46 AM	10:34 PM	4:35 AM	9:45 PM	5:17 AM	9:03 PM	1:09 PM (62.7°)	93.867
